-69.6515888745612	-28.531961930022796
-69.66394998696953	-28.52186891163435
-69.66270253525859	-28.51699250949162
-69.66559435513393	-28.51256972615286
-69.65765602606437	-28.50531182528926
-69.6658778668864	-28.49691987741572
-69.66573611101019	-28.48141178455482
-69.68093234094339	-28.471885789671337
-69.6733342259768	-28.467519708683078
-69.67339092832731	-28.455952429181714
-69.66760728857662	-28.45521529862526
-69.66738047917464	-28.451699752894452
-69.65949885245557	-28.443818126175387
-69.6407870767916	-28.44228716271197
-69.6373849357618	-28.43219414432352
-69.63347247357751	-28.429982752654144
-69.65569979497228	-28.416005623256655
-69.65720240726046	-28.410959114062443
-69.65119195810779	-28.410051876454492
-69.64932078054139	-28.40517547431176
-69.6471660912225	-28.403247594394866
-69.6509651487058	-28.39547937237678
-69.6403192824	-28.39254502573857
-69.63793778367913	-28.38837740297705
-69.6368604390197	-28.3847768037205
-69.63367093180423	-28.383543527597187
-69.63151624248535	-28.380311493618866
-69.62825585733178	-28.377788239021754
-69.62528961562143	-28.377689009908387
-69.6232270676221	-28.37836589421745
-69.61815929504644	-28.38724689986402
-69.61109985240957	-28.3914499615946
-69.6094838354204	-28.392640710955035
-69.60477754032914	-28.393384929305313
-69.59885923249604	-28.390812060151518
-69.59736370800172	-28.3915633662956
-69.58646268111872	-28.370597672199374
-69.58793694223164	-28.356762298678134
-69.56877154776369	-28.34451459097081
-69.52352307206716	-28.329091551635663
-69.52204881095425	-28.311740632383618
-69.50084213186841	-28.282822433630212
-69.5065123669181	-28.266038537883137
-69.4790684292776	-28.239501837850593
-69.48394483142035	-28.208995973283272
-69.46500624635439	-28.19697507497794
-69.453779180956	-28.179964369828873
-69.39095297660548	-28.221583895093598
-69.41522158261814	-28.544560483523817
-69.6515888745612	-28.531961930022796