-68.69769426727952	-27.010324413443453
-68.69663158483988	-27.011564209623028
-68.69266866490874	-27.009837350658618
-68.68908211167495	-27.007247062212
-68.68735525271055	-27.007844821084294
-68.68766520175544	-27.009925907528586
-68.6898348450697	-27.01244977832273
-68.69085324907437	-27.015172902074294
-68.68992340193968	-27.015504990336684
-68.68697888601318	-27.013490321544868
-68.68365800338931	-27.01627986294892
-68.68213039738232	-27.01997711227016
-68.68299382686453	-27.022567400716778
-68.68556197609367	-27.019047265135477
-68.69018907254959	-27.016324141383905
-68.69561318083522	-27.014685839289466
-68.69937684780895	-27.011143564490673
-68.69769426727952	-27.010324413443453