-69.98429971626342	-28.974453495797178
-69.9203155839299	-28.97064491649161
-69.91650700462434	-28.990068670950002
-69.94430963355498	-29.012158430922288
-69.89213209706871	-29.079189426700264
-69.87613606398533	-29.122988088714283
-69.93593075908272	-29.25971608578413
-70.05780529686086	-29.261239517506358
-70.1050316802499	-29.214774849978443
-70.03419210516635	-29.20144482240896
-70.02048121966631	-29.18392535760335
-70.07303961408313	-29.176308198992217
-70.10008052715266	-29.167167608658858
-70.09170165268041	-29.1439352748949
-69.99610631211068	-29.112324066658694
-70.00486604451349	-29.15993130797828
-69.96830368318004	-29.1667867507283
-69.96411424594392	-29.134032968700424
-69.93973933838829	-29.1210837990615
-69.99191687487456	-29.033486475033463
-69.96830368318004	-29.031201327450123
-69.98087199488842	-29.002256124727815
-69.98429971626342	-28.974453495797178